date,product,region,opening_cash,collections,payments,operating_cash_flow,capex,investments,investing_cash_flow,loans,dividends,financing_cash_flow,net_cash_flow,closing_cash
2026-01-19,Product_9,East,20852750,93107,154182,-61075,-31251,-4046,-35297,-3057,-7957,-11014,-107386,20745364
2026-01-20,Product_8,East,20745364,96462,139232,-42770,-6031,3765,-2266,31224,-6911,24313,-20723,20724641
2026-01-20,Product_3,North,20724641,161352,140989,20363,-27222,-5742,-32964,43924,-1550,42374,29773,20754414
2026-01-20,Product_2,East,20754414,134649,162986,-28337,-23213,-16249,-39462,-9777,-6601,-16378,-84177,20670237
2026-01-21,Product_1,East,20670237,92661,131718,-39057,-12970,-4846,-17816,10755,-6238,4517,-52356,20617881
2026-01-21,Product_9,North,20617881,208145,134095,74050,-5064,-16701,-21765,-14361,-2035,-16396,35889,20653770
2026-01-21,Product_5,East,20653770,240499,176916,63583,-21980,-10,-21990,-9134,-3889,-13023,28570,20682340
2026-01-21,Product_3,East,20682340,111335,110547,788,-31162,3913,-27249,4687,-452,4235,-22226,20660114
2026-01-22,Product_9,West,20660114,246026,197039,48987,-27758,1742,-26016,44471,-4348,40123,63094,20723208
2026-01-22,Product_5,West,20723208,213014,107664,105350,-33069,1806,-31263,-5593,-5196,-10789,63298,20786506
2026-01-22,Product_7,North,20786506,158629,103168,55461,-29086,-3511,-32597,8004,-4087,3917,26781,20813287
2026-01-22,Product_8,South,20813287,145308,143969,1339,-19568,-7344,-26912,-10534,-9137,-19671,-45244,20768043
2026-01-23,Product_1,West,20768043,155955,154791,1164,-36514,-9586,-46100,2650,-6370,-3720,-48656,20719387
2026-01-24,Product_3,North,20719387,214801,91351,123450,-29346,1894,-27452,-13045,-106,-13151,82847,20802234
2026-01-24,Product_4,East,20802234,101662,66408,35254,-45403,-18775,-64178,-7804,-4250,-12054,-40978,20761256
2026-01-25,Product_9,West,20761256,190401,152404,37997,-43187,-2231,-45418,28481,-2433,26048,18627,20779883
2026-01-26,Product_8,South,20779883,217930,134474,83456,-30168,-14356,-44524,41455,-5088,36367,75299,20855182
2026-01-26,Product_1,East,20855182,202181,161611,40570,-21488,6073,-15415,-19605,-3517,-23122,2033,20857215
2026-01-26,Product_10,East,20857215,139332,102628,36704,-26352,1146,-25206,31993,-6618,25375,36873,20894088
2026-01-27,Product_1,South,20894088,200212,68539,131673,-6263,-6695,-12958,33817,-8014,25803,144518,21038606
2026-01-27,Product_7,North,21038606,129107,189240,-60133,-39119,3364,-35755,32979,-8861,24118,-71770,20966836
2026-01-27,Product_6,East,20966836,227722,136421,91301,-12434,-18978,-31412,4331,-2037,2294,62183,21029019
2026-01-27,Product_2,North,21029019,162979,64123,98856,-21603,-19595,-41198,22597,-2318,20279,77937,21106956
2026-01-28,Product_8,East,21106956,166978,77693,89285,-29005,-7975,-36980,17697,-9522,8175,60480,21167436
2026-01-28,Product_10,West,21167436,225291,61617,163674,-48016,-2096,-50112,4276,-1583,2693,116255,21283691
2026-01-28,Product_1,North,21283691,97959,88522,9437,-14953,6567,-8386,40523,-6176,34347,35398,21319089
2026-01-28,Product_7,North,21319089,247732,105104,142628,-44501,-15569,-60070,4496,-1381,3115,85673,21404762
2026-01-29,Product_7,South,21404762,102873,133920,-31047,-18727,-16466,-35193,29979,-9081,20898,-45342,21359420
2026-01-29,Product_8,South,21359420,176129,199374,-23245,-17907,4430,-13477,-7125,-3414,-10539,-47261,21312159
2026-01-30,Product_6,South,21312159,217821,93064,124757,-14821,-3048,-17869,-12336,-7511,-19847,87041,21399200
2026-01-30,Product_10,West,21399200,149918,150179,-261,-14408,3606,-10802,7603,-5069,2534,-8529,21390671
2026-01-31,Product_9,West,21390671,218776,153826,64950,-32460,-2491,-34951,-13435,-6083,-19518,10481,21401152
2026-01-31,Product_7,South,21401152,89117,127474,-38357,-33390,-8446,-41836,128,-6221,-6093,-86286,21314866
2026-01-31,Product_6,South,21314866,80440,183491,-103051,-10413,-8337,-18750,-453,-6752,-7205,-129006,21185860
2026-01-31,Product_6,North,21185860,87038,66414,20624,-27123,-16030,-43153,-17394,-98,-17492,-40021,21145839
2026-02-01,Product_2,North,21145839,169987,80875,89112,-18057,-14078,-32135,48607,-5641,42966,99943,21245782
2026-02-01,Product_6,North,21245782,126612,158318,-31706,-23799,-17315,-41114,-10572,-8159,-18731,-91551,21154231
2026-02-02,Product_5,East,21154231,151540,136948,14592,-16755,3539,-13216,-16110,-791,-16901,-15525,21138706
2026-02-02,Product_8,West,21138706,164983,106629,58354,-42367,-7726,-50093,48513,-842,47671,55932,21194638
2026-02-02,Product_2,East,21194638,212731,117941,94790,-42930,-9295,-52225,35598,-4270,31328,73893,21268531
2026-02-03,Product_4,North,21268531,135916,193363,-57447,-18123,-16189,-34312,11276,-4993,6283,-85476,21183055
2026-02-03,Product_10,East,21183055,237786,133062,104724,-24362,1731,-22631,26281,-7933,18348,100441,21283496
2026-02-03,Product_6,North,21283496,84595,155930,-71335,-20402,7494,-12908,45283,-6211,39072,-45171,21238325
2026-02-04,Product_9,South,21238325,138122,188909,-50787,-8447,375,-8072,42906,-9130,33776,-25083,21213242
2026-02-04,Product_4,East,21213242,147471,183513,-36042,-47213,-10726,-57939,17830,-7066,10764,-83217,21130025
2026-02-04,Product_9,West,21130025,209453,186888,22565,-40790,7160,-33630,45365,-5265,40100,29035,21159060
2026-02-04,Product_7,East,21159060,116972,94136,22836,-49297,-1859,-51156,-4055,-9709,-13764,-42084,21116976
2026-02-05,Product_6,North,21116976,224296,63052,161244,-32272,-11618,-43890,-2684,-4237,-6921,110433,21227409
2026-02-06,Product_9,West,21227409,148774,103175,45599,-5565,1762,-3803,-3625,-9326,-12951,28845,21256254
2026-02-07,Product_1,West,21256254,226246,167026,59220,-26793,7597,-19196,18397,-6318,12079,52103,21308357
2026-02-07,Product_8,North,21308357,120274,108634,11640,-35041,-12752,-47793,-17797,-2834,-20631,-56784,21251573
2026-02-07,Product_4,North,21251573,211506,122982,88524,-47998,-18294,-66292,4644,-5725,-1081,21151,21272724
2026-02-07,Product_1,East,21272724,215031,107289,107742,-16143,-13175,-29318,19115,-6156,12959,91383,21364107
2026-02-08,Product_2,South,21364107,102578,132048,-29470,-15596,7901,-7695,-70,-2303,-2373,-39538,21324569
2026-02-08,Product_2,North,21324569,247061,90183,156878,-25758,-18918,-44676,25891,-1592,24299,136501,21461070
2026-02-09,Product_7,East,21461070,232635,132008,100627,-7775,-4172,-11947,-2026,-6004,-8030,80650,21541720
2026-02-10,Product_8,East,21541720,102838,100728,2110,-17464,30,-17434,-378,-1600,-1978,-17302,21524418
2026-02-10,Product_5,West,21524418,90248,105291,-15043,-22093,-645,-22738,-2823,-3099,-5922,-43703,21480715
2026-02-10,Product_8,East,21480715,118533,60026,58507,-44461,7843,-36618,4660,-5951,-1291,20598,21501313
2026-02-10,Product_2,East,21501313,227330,163613,63717,-37779,4154,-33625,-4611,-9940,-14551,15541,21516854
2026-02-11,Product_5,West,21516854,101797,171975,-70178,-10774,-3437,-14211,46332,-7279,39053,-45336,21471518
2026-02-11,Product_6,West,21471518,218260,83696,134564,-7024,-12334,-19358,15985,-6584,9401,124607,21596125
2026-02-12,Product_5,West,21596125,85285,67370,17915,-22903,2995,-19908,15200,-6457,8743,6750,21602875
2026-02-12,Product_3,East,21602875,117822,167412,-49590,-33552,-18219,-51771,30668,-5491,25177,-76184,21526691
2026-02-12,Product_3,South,21526691,227030,112442,114588,-25954,-10362,-36316,-10325,-7670,-17995,60277,21586968
2026-02-13,Product_2,North,21586968,127963,65267,62696,-41025,2942,-38083,-19019,-2088,-21107,3506,21590474
2026-02-13,Product_9,West,21590474,157192,180591,-23399,-23975,-10335,-34310,7097,-9357,-2260,-59969,21530505
2026-02-13,Product_6,South,21530505,155911,152643,3268,-35484,-17139,-52623,25610,-1655,23955,-25400,21505105
2026-02-14,Product_6,West,21505105,133790,69643,64147,-15310,-1049,-16359,-4767,-3123,-7890,39898,21545003
2026-02-14,Product_5,South,21545003,232363,102448,129915,-35580,6149,-29431,1346,-7150,-5804,94680,21639683
2026-02-14,Product_7,South,21639683,229765,167938,61827,-39744,-4440,-44184,5301,-4381,920,18563,21658246
2026-02-14,Product_4,West,21658246,87425,72857,14568,-32463,2444,-30019,21457,-3976,17481,2030,21660276
2026-02-15,Product_1,North,21660276,191153,98862,92291,-8681,522,-8159,-1700,-9566,-11266,72866,21733142
2026-02-15,Product_6,East,21733142,119181,94404,24777,-27564,4667,-22897,-1773,-8376,-10149,-8269,21724873
2026-02-16,Product_4,West,21724873,97215,190577,-93362,-10538,1699,-8839,-7546,-8455,-16001,-118202,21606671
2026-02-16,Product_8,West,21606671,226131,108398,117733,-6286,-18471,-24757,6485,-5431,1054,94030,21700701
2026-02-16,Product_5,West,21700701,184132,119263,64869,-23675,1851,-21824,40664,-8296,32368,75413,21776114
2026-02-16,Product_6,East,21776114,249246,136968,112278,-8491,-6642,-15133,-16608,-2268,-18876,78269,21854383
2026-02-17,Product_8,North,21854383,236537,147893,88644,-10969,-11019,-21988,1032,-4939,-3907,62749,21917132
2026-02-18,Product_9,South,21917132,127940,63657,64283,-26230,-1320,-27550,22340,-3182,19158,55891,21973023
2026-02-18,Product_4,West,21973023,84329,95865,-11536,-6404,8377,1973,17869,-1369,16500,6937,21979960
2026-02-18,Product_10,South,21979960,163984,185172,-21188,-40533,-799,-41332,46252,-4040,42212,-20308,21959652
2026-02-19,Product_10,West,21959652,170709,113270,57439,-11086,2767,-8319,-3780,-3667,-7447,41673,22001325
2026-02-19,Product_7,East,22001325,206951,128358,78593,-29667,-2766,-32433,29451,-8102,21349,67509,22068834
2026-02-19,Product_8,East,22068834,155205,61082,94123,-16148,7494,-8654,31952,-3951,28001,113470,22182304
2026-02-20,Product_2,South,22182304,187271,127839,59432,-44925,-1765,-46690,28897,-5825,23072,35814,22218118
2026-02-20,Product_7,North,22218118,187252,169323,17929,-25191,-17221,-42412,26491,-7021,19470,-5013,22213105
2026-02-21,Product_4,South,22213105,198819,153361,45458,-18698,-18208,-36906,-4624,-1734,-6358,2194,22215299
2026-02-22,Product_5,East,22215299,193005,126480,66525,-36695,-18489,-55184,33233,-6118,27115,38456,22253755
2026-02-22,Product_9,South,22253755,172529,160919,11610,-22997,-4371,-27368,11949,-2840,9109,-6649,22247106
2026-02-23,Product_4,East,22247106,149407,133809,15598,-22229,7385,-14844,22176,-3260,18916,19670,22266776
2026-02-23,Product_4,South,22266776,177289,198874,-21585,-7263,6913,-350,37788,-8155,29633,7698,22274474
2026-02-23,Product_8,North,22274474,249598,105344,144254,-24014,-12184,-36198,20324,-5930,14394,122450,22396924
2026-02-23,Product_2,North,22396924,83512,197138,-113626,-36500,5471,-31029,34800,-2060,32740,-111915,22285009
2026-02-24,Product_4,North,22285009,212871,179095,33776,-40548,-18873,-59421,20379,-7535,12844,-12801,22272208
2026-02-24,Product_9,North,22272208,158591,64297,94294,-48977,943,-48034,-14992,-4893,-19885,26375,22298583
2026-02-25,Product_5,North,22298583,233325,127156,106169,-38716,328,-38388,-3425,-1403,-4828,62953,22361536
2026-02-25,Product_7,North,22361536,240448,86437,154011,-27145,5146,-21999,-12097,-1784,-13881,118131,22479667
2026-02-26,Product_6,North,22479667,91467,117954,-26487,-28901,3215,-25686,3301,-9998,-6697,-58870,22420797
2026-02-26,Product_4,North,22420797,99755,119817,-20062,-7093,6718,-375,49537,-6556,42981,22544,22443341
2026-02-26,Product_3,North,22443341,248394,188714,59680,-31008,-1099,-32107,-10764,-7061,-17825,9748,22453089
2026-02-26,Product_9,North,22453089,187071,154410,32661,-25096,-7980,-33076,38473,-8509,29964,29549,22482638
2026-02-27,Product_7,West,22482638,235437,178384,57053,-17693,3513,-14180,32148,-7237,24911,67784,22550422
2026-02-27,Product_10,East,22550422,106465,92286,14179,-45178,-10165,-55343,29986,-9860,20126,-21038,22529384
2026-02-28,Product_10,North,22529384,159637,196100,-36463,-37725,-4202,-41927,23722,-4703,19019,-59371,22470013
2026-02-28,Product_3,East,22470013,164084,177353,-13269,-43881,-17437,-61318,28657,-8498,20159,-54428,22415585
2026-02-28,Product_4,West,22415585,239865,193768,46097,-28705,3397,-25308,-12296,-5571,-17867,2922,22418507
2026-03-01,Product_9,South,22418507,195828,70002,125826,-16390,-8332,-24722,-13359,-941,-14300,86804,22505311
2026-03-02,Product_9,East,22505311,245261,131301,113960,-35222,-3181,-38403,-2777,-4001,-6778,68779,22574090
2026-03-02,Product_8,North,22574090,84959,110802,-25843,-27212,5821,-21391,7215,-5894,1321,-45913,22528177
2026-03-02,Product_7,South,22528177,174593,139036,35557,-49328,2029,-47299,-3228,-2791,-6019,-17761,22510416
2026-03-02,Product_5,West,22510416,233290,161124,72166,-20472,4437,-16035,-15041,-1059,-16100,40031,22550447
2026-03-03,Product_3,West,22550447,81301,118017,-36716,-48319,4080,-44239,2455,-4112,-1657,-82612,22467835
2026-03-03,Product_10,West,22467835,243217,166924,76293,-37735,-12755,-50490,47641,-9745,37896,63699,22531534
2026-03-03,Product_1,East,22531534,136289,78953,57336,-40396,-9932,-50328,35916,-1067,34849,41857,22573391
2026-03-04,Product_6,South,22573391,220931,89164,131767,-44410,-4623,-49033,773,-8143,-7370,75364,22648755
2026-03-04,Product_4,West,22648755,217186,158475,58711,-17818,-10665,-28483,35008,-6209,28799,59027,22707782
2026-03-04,Product_10,North,22707782,215148,119314,95834,-46205,-8905,-55110,36680,-2377,34303,75027,22782809
2026-03-05,Product_2,East,22782809,167110,180120,-13010,-33562,-12105,-45667,-1490,-6953,-8443,-67120,22715689
2026-03-05,Product_7,West,22715689,106883,71094,35789,-7407,2644,-4763,-7356,-3004,-10360,20666,22736355
2026-03-05,Product_7,East,22736355,132748,119021,13727,-41807,-18696,-60503,18398,-7282,11116,-35660,22700695
2026-03-05,Product_2,South,22700695,114555,192145,-77590,-37683,5741,-31942,2286,-3599,-1313,-110845,22589850
2026-03-06,Product_2,East,22589850,83055,181164,-98109,-22043,-13680,-35723,-15358,-9321,-24679,-158511,22431339
2026-03-06,Product_1,South,22431339,182770,169762,13008,-30727,2559,-28168,7476,-3177,4299,-10861,22420478
2026-03-07,Product_10,North,22420478,245384,88106,157278,-32222,-4271,-36493,34913,-7874,27039,147824,22568302
2026-03-07,Product_2,East,22568302,248354,119739,128615,-9507,-6465,-15972,4667,-3992,675,113318,22681620
2026-03-07,Product_3,West,22681620,167680,85530,82150,-49740,-4695,-54435,32129,-5347,26782,54497,22736117
2026-03-07,Product_2,South,22736117,132044,190436,-58392,-28827,6049,-22778,26666,-9789,16877,-64293,22671824
2026-03-08,Product_10,South,22671824,102525,172293,-69768,-40510,-15365,-55875,17193,-8661,8532,-117111,22554713
2026-03-08,Product_7,North,22554713,211605,83504,128101,-33255,3673,-29582,16855,-8953,7902,106421,22661134
2026-03-09,Product_4,West,22661134,246811,65539,181272,-12493,-1944,-14437,1311,-4939,-3628,163207,22824341
2026-03-09,Product_10,South,22824341,115934,191255,-75321,-14475,-770,-15245,43130,-9624,33506,-57060,22767281
2026-03-10,Product_6,North,22767281,160730,142702,18028,-20976,9446,-11530,18623,-7538,11085,17583,22784864
2026-03-11,Product_5,East,22784864,215162,105266,109896,-35008,2107,-32901,38704,-2686,36018,113013,22897877
2026-03-11,Product_10,East,22897877,81110,175266,-94156,-21445,-19614,-41059,38513,-2200,36313,-98902,22798975
2026-03-11,Product_4,South,22798975,194012,156085,37927,-11321,4440,-6881,11566,-8678,2888,33934,22832909
2026-03-12,Product_5,East,22832909,224637,83027,141610,-46500,-14369,-60869,36878,-5169,31709,112450,22945359
2026-03-12,Product_7,East,22945359,152323,113619,38704,-43000,6875,-36125,4514,-6196,-1682,897,22946256
2026-03-13,Product_4,North,22946256,86734,99008,-12274,-12814,-9614,-22428,-12149,-9790,-21939,-56641,22889615
2026-03-13,Product_1,East,22889615,83692,186745,-103053,-25373,-19668,-45041,42805,-9963,32842,-115252,22774363
2026-03-14,Product_6,East,22774363,177449,156819,20630,-44423,-14692,-59115,46600,-9080,37520,-965,22773398
2026-03-14,Product_5,North,22773398,247797,111534,136263,-24615,6887,-17728,19776,-1500,18276,136811,22910209
2026-03-14,Product_1,North,22910209,89711,146009,-56298,-23249,-10403,-33652,40067,-5600,34467,-55483,22854726
2026-03-15,Product_8,North,22854726,192673,111782,80891,-11608,-19653,-31261,35013,-3342,31671,81301,22936027
2026-03-15,Product_5,East,22936027,165745,117396,48349,-46462,-2747,-49209,49057,-3871,45186,44326,22980353
2026-03-15,Product_5,West,22980353,241874,137017,104857,-26217,-7955,-34172,35822,-2451,33371,104056,23084409
2026-03-16,Product_4,East,23084409,246664,116006,130658,-31269,-14036,-45305,30138,-8171,21967,107320,23191729
2026-03-16,Product_3,North,23191729,142670,185613,-42943,-41535,-6424,-47959,-12075,-3107,-15182,-106084,23085645
2026-03-17,Product_8,East,23085645,107617,134258,-26641,-27631,4816,-22815,42444,-1896,40548,-8908,23076737
2026-03-18,Product_3,East,23076737,94642,166093,-71451,-29583,8349,-21234,42014,-3139,38875,-53810,23022927
2026-03-18,Product_4,West,23022927,170629,136830,33799,-43405,-7230,-50635,27310,-578,26732,9896,23032823
2026-03-18,Product_3,West,23032823,146912,139183,7729,-43176,-11837,-55013,34210,-9156,25054,-22230,23010593
2026-03-18,Product_9,West,23010593,158860,64920,93940,-22375,-14772,-37147,-8252,-8046,-16298,40495,23051088
2026-03-19,Product_3,North,23051088,130235,150546,-20311,-5020,7498,2478,-10336,-1099,-11435,-29268,23021820
2026-03-19,Product_10,South,23021820,186885,145333,41552,-45225,-9193,-54418,-13598,-4521,-18119,-30985,22990835
2026-03-19,Product_6,South,22990835,88382,170996,-82614,-42121,-4935,-47056,-5575,-8031,-13606,-143276,22847559
2026-03-19,Product_10,East,22847559,207813,141046,66767,-42851,-11184,-54035,-17825,-9270,-27095,-14363,22833196
2026-03-20,Product_1,South,22833196,163115,90194,72921,-39837,-16642,-56479,21576,-4244,17332,33774,22866970
2026-03-20,Product_4,East,22866970,227627,113294,114333,-10906,-12017,-22923,49599,-8644,40955,132365,22999335
2026-03-20,Product_2,North,22999335,185155,148747,36408,-16202,-8897,-25099,22185,-8359,13826,25135,23024470
2026-03-20,Product_6,South,23024470,122637,84276,38361,-20410,-4529,-24939,4575,-8633,-4058,9364,23033834
2026-03-21,Product_1,West,23033834,204086,189526,14560,-8081,3021,-5060,-10551,-2291,-12842,-3342,23030492
2026-03-21,Product_6,West,23030492,248828,131880,116948,-46198,-4307,-50505,14206,-3016,11190,77633,23108125
2026-03-21,Product_4,North,23108125,235622,197461,38161,-27361,-16921,-44282,-1358,-8558,-9916,-16037,23092088
2026-03-22,Product_10,South,23092088,226486,123176,103310,-19329,-1123,-20452,42059,-6447,35612,118470,23210558
2026-03-22,Product_4,North,23210558,80903,114235,-33332,-47723,-17196,-64919,-2390,-1284,-3674,-101925,23108633
2026-03-22,Product_2,West,23108633,248622,157540,91082,-29064,5685,-23379,29581,-5700,23881,91584,23200217
2026-03-22,Product_6,East,23200217,88631,147388,-58757,-9507,-19473,-28980,8981,-2996,5985,-81752,23118465
2026-03-23,Product_4,South,23118465,209014,173076,35938,-38471,-19338,-57809,4940,-9114,-4174,-26045,23092420
2026-03-23,Product_1,North,23092420,88367,171764,-83397,-43065,5511,-37554,-11427,-5378,-16805,-137756,22954664
